EVC_NO,USER_ID,START_DATE,START_TIME,END_DATE,END_TIME,VAC_HRS,STATUS,START_FLAG,AGENT_NO,VAC_TYPE,DEL_FLAG,REMARK,CREATED_BY,CREATION_DATE,LAST_UPDATED_BY,LAST_UPDATE_DATE,SUBMIT_TIME,DELAY_FLAG,SOURCE_NUMBER
EVC202112270354,G40036,2021-12-29,0900,2021-12-29,1800,8,Y,Y,S000K3,1V,N,特休,G40036,"2021-12-27 09:49:57",G40036,"2021-12-27 09:49:57","2021-12-27 09:49:58",N,NULL
EVC202112270355,T20076,2021-12-30,0930,2021-12-30,1830,8,Y,Y,S20092,1V,N,,T20076,"2021-12-27 10:48:51",T20076,"2021-12-27 10:48:51","2021-12-27 10:48:51",N,NULL
EVC202112270356,F20027,2021-12-29,1430,2021-12-29,1830,4,Y,Y,F20034,1V,N,,F20027,"2021-12-27 12:30:29",F20027,"2021-12-27 12:30:29","2021-12-27 12:30:30",N,NULL
EVC202112270357,L20064,2021-12-27,0930,2021-12-27,1000,0.5,Y,Y,L20065,1V,N,特休,L20064,"2021-12-27 15:54:39",L20064,"2021-12-27 15:54:39","2021-12-27 15:54:40",Y,NULL
EVC202112270358,C869,2021-12-27,0900,2021-12-31,1800,40,N,Y,C20001,OT,N,AAA,C869,"2021-12-27 20:10:36",SYS,"2022-07-10 09:34:40","2021-12-27 20:10:37",Y,NULL
EVC202112280359,S20108,2021-12-28,1400,2021-12-28,1800,4,Y,Y,S20100,D,N,原12/16加班,S20108,"2021-12-28 08:04:09",S20108,"2021-12-28 08:04:09","2021-12-28 08:04:09",N,NULL
EVC202112280360,M40026,2021-12-30,0900,2021-12-30,1800,8,Y,Y,M40001,1V,N,,M40026,"2021-12-28 09:34:20",M40026,"2021-12-28 09:40:15","2021-12-28 09:40:15",N,NULL
EVC202112280361,S20110,2021-12-29,1430,2021-12-29,1830,4,Y,Y,S20091,1V,N,特休假,S20110,"2021-12-28 09:49:40",S20110,"2021-12-28 09:49:40","2021-12-28 09:49:40",N,NULL
EVC202112280362,B40030,2021-12-29,0930,2021-12-29,1830,8,Y,Y,B40013,1V,N,,B40030,"2021-12-28 11:11:43",B40030,"2021-12-28 11:11:43","2021-12-28 11:11:44",N,NULL
EVC202112280363,I20036,2021-12-29,0900,2021-12-29,1800,8,Y,Y,I20031,1V,N,特休,I20036,"2021-12-28 14:08:54",I20036,"2021-12-28 14:08:54","2021-12-28 14:08:55",N,NULL
EVC202112290364,L20036,2021-12-29,0900,2021-12-29,1830,8,Y,Y,L20004,1V,N,,L20036,"2021-12-29 09:09:36",L20036,"2021-12-29 09:09:36","2021-12-29 09:09:36",Y,NULL
EVC202112290365,L20064,2021-12-29,0930,2021-12-29,1000,0.5,Y,Y,L20065,1V,N,特休,L20064,"2021-12-29 09:52:03",L20064,"2021-12-29 09:52:03","2021-12-29 09:52:03",Y,NULL
EVC202201030367,M40026,2022-01-04,0930,2022-01-04,1830,8,Y,Y,M40001,1V,N,,M40026,"2022-01-03 01:37:28",M40026,"2022-01-03 01:37:28","2022-01-03 01:37:29",N,NULL
EVC202201030368,A40104,2022-01-07,0900,2022-01-07,1800,8,Y,Y,B40031,1V,N,醫院檢查,A40104,"2022-01-03 10:02:22",A40104,"2022-01-03 10:02:22","2022-01-03 10:02:23",N,NULL
EVC202201030369,A40082,2022-01-18,0930,2022-01-18,1830,8,Y,Y,A40104,1V,N,,A40082,"2022-01-03 10:14:58",A40082,"2022-01-03 10:14:58","2022-01-03 10:14:59",N,NULL
EVC202201030370,A40104,2022-01-14,0900,2022-01-14,1800,8,Y,Y,B40031,1V,N,醫院回診,A40104,"2022-01-03 10:16:05",A40104,"2022-01-03 10:16:05","2022-01-03 10:16:05",N,NULL
EVC202201030371,S000A9,2022-01-05,0930,2022-01-05,1830,8,Y,Y,S000A8,C,N,家裡有事,S000A9,"2022-01-03 12:10:16",S000A9,"2022-01-03 12:10:16","2022-01-03 12:10:17",N,NULL
EVC202201030372,I20036,2022-01-05,1400,2022-01-06,1800,12,Y,Y,I20031,1V,N,,I20036,"2022-01-03 12:22:07",I20036,"2022-01-03 12:22:07","2022-01-03 12:22:07",N,NULL
EVC202201030373,K40008,2022-01-05,0900,2022-01-05,1800,8,Y,Y,K40004,B,N,,K40008,"2022-01-03 12:43:10",K40008,"2022-01-03 12:43:10","2022-01-03 12:43:10",N,NULL
EVC202201030374,S20060,2022-01-11,0930,2022-01-11,1830,8,Y,Y,S20110,1V,N,事假,S20060,"2022-01-03 16:31:41",S20060,"2022-01-03 16:31:41","2022-01-03 16:31:41",N,NULL
EVC202201030375,F40024,2022-01-05,0930,2022-01-05,1830,8,Y,Y,F20030,1V,N,,F40024,"2022-01-03 19:01:55",F40024,"2022-01-03 19:01:55","2022-01-03 19:01:56",N,NULL
EVC202201030376,J20026,2022-01-11,0900,2022-01-11,1800,8,Y,Y,J20041,1V,N,,J20026,"2022-01-03 20:43:40",J20026,"2022-01-03 20:43:40","2022-01-03 20:43:41",N,NULL
EVC202201040377,I20032,2022-01-04,0900,2022-01-04,1800,8,Y,Y,I20020,1V,N,"小孩發燒 沒人顧",I20032,"2022-01-04 07:52:28",I20032,"2022-01-04 07:52:53","2022-01-04 07:52:53",N,NULL
EVC202201040379,S20090,2022-01-03,1730,2022-01-03,1830,1,Y,Y,S20091,1V,N,身體不適,S20090,"2022-01-04 09:49:57",S20090,"2022-01-04 09:49:57","2022-01-04 09:49:57",Y,NULL
EVC202201040380,S20090,2022-01-17,0930,2022-01-17,1830,8,Y,Y,S20091,1V,N,拜拜,S20090,"2022-01-04 09:55:24",S20090,"2022-01-04 09:55:24","2022-01-04 09:55:24",N,NULL
EVC202201040381,J20045,2022-01-05,0900,2022-01-05,1800,8,Y,Y,J20032,1V,N,看醫生,J20045,"2022-01-04 13:32:00",J20045,"2022-01-04 13:32:00","2022-01-04 13:32:01",N,NULL
EVC202201040382,J20041,2022-01-04,0900,2022-01-04,1800,8,Y,Y,J20026,1V,N,,J20041,"2022-01-04 13:52:01",J20041,"2022-01-04 13:52:01","2022-01-04 13:52:01",Y,NULL
EVC202201040383,J40002,2022-01-19,0900,2022-01-19,1800,8,Y,Y,J40007,1V,N,帶小孩去醫院,J40002,"2022-01-04 14:10:54",J40002,"2022-01-04 14:10:54","2022-01-04 14:10:54",N,NULL
EVC202201040384,J20032,2022-01-19,0900,2022-01-19,1800,8,Y,Y,J20045,1V,N,,J20032,"2022-01-04 14:13:00",J20032,"2022-01-04 14:13:00","2022-01-04 14:13:01",N,NULL
EVC202201040385,J40007,2022-01-05,0900,2022-01-05,1800,8,Y,Y,J40017,1V,N,,J40007,"2022-01-04 14:15:21",J40007,"2022-01-04 14:15:21","2022-01-04 14:15:22",N,NULL
EVC202201040386,J40017,2022-01-13,0900,2022-01-13,1800,8,Y,Y,J40007,1V,N,,J40017,"2022-01-04 14:16:07",J40017,"2022-01-04 14:16:07","2022-01-04 14:16:08",N,NULL
EVC202201040387,S20081,2022-01-13,0930,2022-01-14,1830,16,Y,Y,S20095,I1,N,打疫苗,S20081,"2022-01-04 17:33:31",S20081,"2022-01-04 17:33:31","2022-01-04 17:33:32",N,NULL
EVC202201040388,G40033,2022-01-07,0930,2022-01-07,1830,8,Y,Y,G40034,1V,N,,G40033,"2022-01-04 17:56:50",G40033,"2022-01-04 17:56:50","2022-01-04 17:56:50",N,NULL
EVC202201040389,I20037,2022-01-13,0900,2022-01-13,1800,8,Y,Y,I40013,1V,N,,I20037,"2022-01-04 18:14:28",I20037,"2022-01-04 18:14:28","2022-01-04 18:14:28",N,NULL
EVC202201050391,M40068,2022-01-25,0900,2022-01-26,1800,16,N,Y,M40066,1V,N,,M40068,"2022-01-05 09:48:38",M40068,"2022-01-05 09:48:38","2022-01-05 09:48:38",N,NULL
EVC202201050392,M40068,2022-01-25,0930,2022-01-26,1830,16,Y,Y,M40066,1V,N,,M40068,"2022-01-05 10:00:49",M40068,"2022-01-05 10:00:49","2022-01-05 10:00:49",N,NULL
EVC202201050393,M40026,2022-01-20,0930,2022-01-20,1830,8,Y,Y,M40001,1V,N,,M40026,"2022-01-05 15:11:43",M40026,"2022-01-05 15:11:43","2022-01-05 15:11:44",N,NULL
EVC202201050394,S000A3,2022-01-05,1630,2022-01-05,1830,2,Y,Y,S20100,D,N,手術後回診拆線,S000A3,"2022-01-05 17:11:47",S000A3,"2022-01-05 17:11:47","2022-01-05 17:11:47",Y,NULL
EVC202201050395,S20104,2022-01-27,1500,2022-01-27,1830,3.5,Y,Y,S000A9,1V,N,,S20104,"2022-01-05 17:50:49",S20104,"2022-01-05 22:07:49","2022-01-05 17:50:49",N,NULL
EVC202201050396,I40010,2022-01-19,0900,2022-01-20,1800,16,Y,Y,I40013,I1,N,疫苗注射,I40010,"2022-01-05 18:02:01",I40010,"2022-01-05 18:02:01","2022-01-05 18:02:02",N,NULL
EVC202201060398,I20032,2022-01-06,0900,2022-01-06,1400,4,Y,Y,I20020,1V,N,"小孩高燒不退 ",I20032,"2022-01-06 07:02:09",I20032,"2022-01-06 07:02:29","2022-01-06 07:02:29",N,NULL
EVC202201060402,J20045,2022-01-06,0900,2022-01-06,1800,8,Y,Y,J20032,B,N,身體不適,J20045,"2022-01-06 13:09:04",J20045,"2022-01-06 13:09:04","2022-01-06 13:09:04",Y,NULL
EVC202201060404,J40007,2022-01-07,0900,2022-01-07,1800,8,Y,Y,J40017,1V,N,,J40007,"2022-01-06 13:43:13",J40007,"2022-01-06 13:43:13","2022-01-06 13:43:14",N,NULL
EVC202201060406,F20028,2022-01-07,0930,2022-01-07,1430,4,Y,Y,F40025,1V,N,,F20028,"2022-01-06 17:41:22",F20028,"2022-01-06 17:41:22","2022-01-06 17:41:23",N,NULL
EVC202201060407,I40014,2022-01-12,0900,2022-01-12,1800,8,Y,Y,I20028,1V,N,,I40014,"2022-01-06 19:38:40",I40014,"2022-01-06 19:38:40","2022-01-06 19:38:41",N,NULL
EVC202201070410,L20036,2022-01-05,1600,2022-01-05,1730,1.5,Y,Y,L20004,1V,N,"身體不適  就醫",L20036,"2022-01-05 15:04:33",L20036,"2022-01-05 15:04:33","2022-01-05 15:04:34",N,NULL
EVC202201070411,F20030,2022-01-07,1430,2022-01-07,1830,4,Y,Y,F40024,1V,N,,F20030,"2022-01-07 09:29:46",F20030,"2022-01-07 09:31:01","2022-01-07 09:31:01",N,NULL
EVC202201070412,G20041,2022-01-08,1330,2022-01-08,1830,5,N,Y,S000K3,B,N,,G20041,"2022-01-07 09:41:47",G20041,"2022-01-07 09:41:47","2022-01-07 09:41:47",N,NULL
EVC202201070413,L20036,2022-01-06,0930,2022-01-06,1230,3,Y,Y,L20004,1V,N,,L20036,"2022-01-07 11:12:32",L20036,"2022-01-07 11:12:32","2022-01-07 11:12:32",N,NULL
EVC202201070414,L20036,2022-01-10,1330,2022-01-10,1830,5,Y,Y,L20004,1V,N,,L20036,"2022-01-07 11:19:12",L20036,"2022-01-07 11:19:12","2022-01-07 11:19:12",N,NULL
EVC202201070415,F20027,2022-01-13,0930,2022-01-14,1830,16,Y,Y,F20034,1V,N,,F20027,"2022-01-07 11:53:16",F20027,"2022-01-07 11:53:16","2022-01-07 11:53:16",N,NULL
EVC202201070416,F20027,2022-01-25,0930,2022-01-25,1830,8,Y,Y,F20034,H3,N,,F20027,"2022-01-07 11:54:18",F20027,"2022-01-07 11:54:18","2022-01-07 11:54:18",N,NULL
EVC202201070417,J20045,2022-01-12,1400,2022-01-12,1800,4,Y,Y,J20032,1V,N,回診,J20045,"2022-01-07 12:10:13",J20045,"2022-01-07 12:10:13","2022-01-07 12:10:14",N,NULL
EVC202201070418,G20041,2022-01-07,1330,2022-01-07,1830,5,Y,Y,S000K3,C,N,,G20041,"2022-01-07 12:19:06",G20041,"2022-01-07 12:19:06","2022-01-07 12:19:07",N,NULL
EVC202201070419,G20042,2022-01-07,1530,2022-01-07,1800,2.5,Y,Y,G20047,1V,N,,G20042,"2022-01-07 15:19:37",G20042,"2022-01-07 15:19:37","2022-01-07 15:19:38",N,NULL
EVC202201100422,J20040,2022-01-10,0900,2022-01-10,0930,0.5,Y,Y,J40007,E,N,收送鏡框,J20040,"2022-01-10 09:07:03",J20040,"2022-01-10 09:07:08","2022-01-10 09:07:08",Y,NULL
EVC202201100423,J20040,2022-01-10,1000,2022-01-10,1000,0,Y,Y,J40007,E,N,收送鏡框,J20040,"2022-01-10 09:10:54",J20040,"2022-01-10 09:10:54","2022-01-10 09:10:54",N,NULL
EVC202201100424,F20027,2022-01-22,0930,2022-01-22,1830,8,Y,Y,F20034,1V,N,,F20027,"2022-01-10 12:13:33",F20027,"2022-01-10 12:13:33","2022-01-10 12:13:34",N,NULL
EVC202201100425,F20030,2022-01-22,0900,2022-01-22,1800,8,N,Y,F40024,J1,N,,F20030,"2022-01-10 12:39:40",F20030,"2022-01-10 12:39:40","2022-01-10 12:39:40",N,NULL
EVC202201100426,F20030,2022-01-22,0930,2022-01-22,1830,8,Y,Y,F40024,J1,N,,F20030,"2022-01-10 12:44:46",F20030,"2022-01-10 12:44:46","2022-01-10 12:44:47",N,NULL
EVC202201100427,F20030,2022-01-10,1430,2022-01-10,1830,4,Y,Y,F40024,1V,N,,F20030,"2022-01-10 12:45:25",F20030,"2022-01-10 12:45:25","2022-01-10 12:45:26",N,NULL
EVC202201100428,F20034,2022-01-11,1530,2022-01-11,1830,3,Y,Y,F20027,1V,N,,F20034,"2022-01-10 15:29:53",F20034,"2022-01-10 15:29:53","2022-01-10 15:29:53",N,NULL
EVC202201100429,B40013,2022-01-11,0900,2022-01-11,1800,8,Y,Y,B20005,1V,N,特休,B40013,"2022-01-10 16:14:18",B40013,"2022-01-10 16:14:18","2022-01-10 16:14:18",N,NULL
EVC202201100430,S000A3,2022-01-11,0930,2022-01-11,1830,8,Y,Y,S20100,D,N,牙齒手術後回診,S000A3,"2022-01-10 17:52:15",S000A3,"2022-01-10 17:52:15","2022-01-10 17:52:15",N,NULL
EVC202201100431,C40042,2022-01-10,0930,2022-01-12,1830,24,Y,Y,C00001,B,N,,C40042,"2022-01-10 18:36:24",C40042,"2022-01-10 18:36:24","2022-01-10 18:36:25",Y,NULL
EVC202201110432,I20038,2022-01-14,0900,2022-01-14,1800,8,Y,Y,I40014,1V,N,特休,I20038,"2022-01-11 09:07:35",I20038,"2022-01-11 09:07:35","2022-01-11 09:07:36",N,NULL
EVC202201110433,M20027,2022-01-19,0930,2022-01-19,1830,8,Y,Y,M40001,1V,N,,M20027,"2022-01-11 09:34:24",M20027,"2022-01-11 09:34:24","2022-01-11 09:34:24",N,NULL
EVC202201110434,S20098,2022-01-12,1330,2022-01-12,1830,5,Y,Y,S20092,1V,N,,S20098,"2022-01-11 09:34:25",S20098,"2022-01-11 09:34:25","2022-01-11 09:34:26",N,NULL
EVC202201110435,J40002,2022-01-10,0930,2022-01-10,1000,0.5,Y,Y,K40005,E,N,去收框,J40002,"2022-01-11 09:36:08",J40002,"2022-01-11 09:36:08","2022-01-11 09:36:08",Y,NULL
EVC202201110436,L20065,2022-01-19,0930,2022-01-19,1830,8,Y,Y,L20068,1V,N,,L20065,"2022-01-11 09:43:20",L20065,"2022-01-11 09:43:20","2022-01-11 09:43:21",N,NULL
EVC202201110437,A40082,2022-01-12,0930,2022-01-12,1830,8,Y,Y,L20068,1V,N,小孩生病轉診,A40082,"2022-01-11 09:55:41",A40082,"2022-01-11 09:55:41","2022-01-11 09:55:41",N,NULL
EVC202201110438,A40106,2022-01-07,0900,2022-01-07,1800,8,Y,Y,A40103,1V,N,,A40106,"2022-01-11 10:33:11",A40106,"2022-01-11 10:33:11","2022-01-11 10:33:12",Y,NULL
EVC202201110439,J20040,2022-01-11,0930,2022-01-11,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-01-11 10:42:48",J20040,"2022-01-11 10:42:48","2022-01-11 10:42:48",Y,NULL
EVC202201110441,B20002,2022-01-12,0930,2022-01-12,1830,8,Y,Y,B40031,1V,N,特休,B20002,"2022-01-11 13:38:08",B20002,"2022-01-11 13:38:08","2022-01-11 13:38:08",N,NULL
EVC202201110442,B40031,2022-01-14,0930,2022-01-14,1830,8,Y,Y,B20002,1V,N,,B40031,"2022-01-11 14:42:07",B40031,"2022-01-11 14:42:07","2022-01-11 14:42:07",N,NULL
EVC202201110444,J40017,2022-01-11,0930,2022-01-11,1030,1,Y,Y,J40007,E,N,收框,J40017,"2022-01-11 16:07:00",J40017,"2022-01-11 16:07:00","2022-01-11 16:07:00",Y,NULL
EVC202201110445,S20090,2022-01-14,0930,2022-01-14,1830,8,Y,Y,S20091,1V,N,特休,S20090,"2022-01-11 17:39:04",S20090,"2022-01-11 17:39:04","2022-01-11 17:39:04",N,NULL
EVC202201110446,S000A8,2022-01-10,1800,2022-01-10,1830,0.5,Y,Y,S20104,D,N,"看牙醫 輪休抵2021/4/5 0.5小時",S000A8,"2022-01-11 17:57:20",S000A8,"2022-01-11 17:57:20","2022-01-11 17:57:20",Y,NULL
EVC202201120447,C40043,2022-01-10,0930,2022-01-10,1830,8,Y,Y,C40040,,N,公假,C40043,"2022-01-12 09:45:02",C40043,"2022-01-12 09:45:02","2022-01-12 09:45:03",Y,NULL
EVC202201120448,C40043,2022-01-11,0930,2022-01-11,1830,8,Y,Y,C40040,OT,N,公假,C40043,"2022-01-12 09:45:56",C40043,"2022-01-12 09:45:56","2022-01-12 09:45:56",Y,NULL
EVC202201120449,S20100,2022-01-14,0930,2022-01-14,1830,8,Y,Y,S000A3,1V,N,,S20100,"2022-01-12 11:17:21",S20100,"2022-01-12 11:17:21","2022-01-12 11:17:22",N,NULL
EVC202201120450,J40017,2022-01-12,0930,2022-01-12,1030,1,Y,Y,J40007,E,N,收框,J40017,"2022-01-12 12:25:48",J40017,"2022-01-12 12:25:48","2022-01-12 12:25:48",Y,NULL
EVC202201120451,S20091,2022-01-14,0930,2022-01-14,1830,8,Y,Y,S20110,1V,N,特休,S20091,"2022-01-12 14:15:45",S20091,"2022-01-12 14:15:45","2022-01-12 14:15:45",N,NULL
EVC202201120452,A40106,2022-01-13,0900,2022-01-13,1800,8,Y,Y,A40103,1V,N,,A40106,"2022-01-12 15:02:31",A40106,"2022-01-12 15:02:31","2022-01-12 15:02:31",N,NULL
EVC202201130453,S000A3,2022-01-13,0930,2022-01-13,1830,8,Y,Y,S20100,D,N,身體不適,S000A3,"2022-01-13 09:26:14",S000A3,"2022-01-13 09:26:14","2022-01-13 09:26:14",N,NULL
EVC202201130454,F40025,2022-01-14,1430,2022-01-14,1830,4,Y,Y,F20028,1V,N,,F40025,"2022-01-13 10:11:23",F40025,"2022-01-13 10:11:23","2022-01-13 10:11:24",N,NULL
EVC202201130455,J40007,2022-01-14,0900,2022-01-14,1800,8,Y,Y,J20040,1V,N,,J40007,"2022-01-13 10:42:38",J40007,"2022-01-13 10:42:38","2022-01-13 10:42:39",N,NULL
EVC202201130456,C40042,2022-01-13,0930,2022-01-14,1830,16,Y,Y,C00001,B,N,,C40042,"2022-01-13 13:54:54",C40042,"2022-01-13 13:54:54","2022-01-13 13:54:54",Y,NULL
EVC202201130457,J20041,2022-01-12,1600,2022-01-12,1800,2,Y,Y,J20026,1V,N,,J20041,"2022-01-13 13:56:51",J20041,"2022-01-13 13:57:11","2022-01-13 13:57:11",Y,NULL
EVC202201130458,I20020,2022-01-19,0900,2022-01-19,1800,8,Y,Y,I20032,1V,N,,I20020,"2022-01-13 15:23:26",I20020,"2022-01-13 15:23:26","2022-01-13 15:23:26",N,NULL
EVC202201130459,S000A8,2022-01-13,1430,2022-01-13,1830,4,Y,Y,S000A9,1V,N,,S000A8,"2022-01-13 15:56:42",S000A8,"2022-01-13 15:56:42","2022-01-13 15:56:43",Y,NULL
EVC202201140460,J20045,2022-01-13,0900,2022-01-13,1800,8,Y,Y,J20032,B,N,,J20045,"2022-01-14 10:42:45",J20045,"2022-01-14 10:42:45","2022-01-14 10:42:46",Y,NULL
EVC202201140461,I20030,2022-01-20,1000,2022-01-20,1800,7,Y,Y,I40014,1V,N,,I20030,"2022-01-14 12:05:16",I20030,"2022-01-14 12:05:16","2022-01-14 12:05:16",N,NULL
EVC202201140462,J40017,2022-01-14,0930,2022-01-14,1000,0.5,Y,Y,K40005,E,N,收框,J40017,"2022-01-14 12:09:24",J40017,"2022-01-14 12:09:24","2022-01-14 12:09:25",Y,NULL
EVC202201140463,M40070,2022-01-13,1430,2022-01-13,1830,4,Y,Y,M40026,1V,N,車禍看醫生,M40070,"2022-01-14 14:18:47",M40070,"2022-01-14 14:18:47","2022-01-14 14:18:47",Y,NULL
EVC202201140464,J20040,2022-01-14,0930,2022-01-14,1030,1,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-01-14 23:18:29",J20040,"2022-01-14 23:18:29","2022-01-14 23:18:29",Y,NULL
EVC202201160465,F40024,2022-01-18,0930,2022-01-18,1830,8,Y,Y,F20030,1V,N,,F40024,"2022-01-16 13:06:10",F40024,"2022-01-16 13:06:25","2022-01-16 13:06:25",N,NULL
EVC202201160466,S20108,2022-01-17,0900,2022-01-17,1800,8,Y,Y,S20100,D,N,12/16&23加班,S20108,"2022-01-16 14:12:57",S20108,"2022-01-16 14:12:57","2022-01-16 14:12:58",N,NULL
EVC202201160467,S20108,2022-01-22,0900,2022-01-22,1800,8,Y,Y,S20100,D,N,原12/25加班,S20108,"2022-01-16 14:13:25",S20108,"2022-01-16 14:13:25","2022-01-16 14:13:25",N,NULL
EVC202201160468,F20030,2022-01-19,0930,2022-01-20,1830,16,Y,Y,F40024,I1,N,施打疫苗第三劑,F20030,"2022-01-16 21:17:59",F20030,"2022-01-16 21:19:48","2022-01-16 21:19:48",N,NULL
EVC202201170469,C20005,2022-01-21,0930,2022-01-21,1830,8,Y,Y,L20068,1V,N,,C20005,"2022-01-17 09:09:27",C20005,"2022-01-17 09:09:27","2022-01-17 09:09:28",N,NULL
EVC202201170470,F20027,2022-01-17,0930,2022-01-18,1830,16,Y,Y,F20034,I1,N,疫苗假,F20027,"2022-01-17 09:47:53",F20027,"2022-01-17 09:47:53","2022-01-17 09:47:54",Y,NULL
EVC202201170471,J20040,2022-01-17,0930,2022-01-17,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J20040,"2022-01-17 10:19:49",J20040,"2022-01-17 10:19:49","2022-01-17 10:19:50",Y,NULL
EVC202201170472,J20044,2022-01-17,0900,2022-01-17,1800,8,Y,Y,J20042,B,N,,J20044,"2022-01-17 10:30:29",J20044,"2022-01-17 15:21:23","2022-01-17 15:21:23",Y,NULL
EVC202201170473,S20098,2022-01-18,0930,2022-01-18,1230,3,Y,Y,S20041,1V,N,,S20098,"2022-01-17 12:29:04",S20098,"2022-01-17 12:29:04","2022-01-17 12:29:04",N,NULL
EVC202201170474,M40066,2022-01-13,0930,2022-01-14,1830,16,Y,Y,M40001,D,N,處理叔叔喪事,M40066,"2022-01-17 15:20:27",M40066,"2022-01-17 15:20:27","2022-01-17 15:20:27",Y,NULL
EVC202201170475,M40066,2022-01-18,0930,2022-01-18,1830,8,Y,Y,M40001,D,N,處理叔叔喪事,M40066,"2022-01-17 15:22:29",M40066,"2022-01-17 15:22:29","2022-01-17 15:22:29",N,NULL
EVC202201170476,S000A3,2022-01-18,0930,2022-01-18,1830,8,Y,Y,S20100,D,N,牙齒手術後回診,S000A3,"2022-01-17 18:02:54",S000A3,"2022-01-17 18:02:54","2022-01-17 18:02:55",N,NULL
EVC202201180477,S20003,2022-01-19,0930,2022-01-20,1830,16,Y,Y,S20041,I1,N,疫苗假,S20003,"2022-01-18 11:11:16",S20003,"2022-01-18 11:11:16","2022-01-18 11:11:17",N,NULL
EVC202201180478,A40104,2022-01-20,0930,2022-01-20,1830,8,Y,Y,B40031,1V,N,醫院,A40104,"2022-01-18 11:49:29",A40104,"2022-01-18 11:49:29","2022-01-18 11:49:30",N,NULL
EVC202201180479,J40002,2022-01-17,0930,2022-01-17,1000,0.5,Y,Y,K40005,E,N,收送鏡框,J40002,"2022-01-18 11:57:34",J40002,"2022-01-18 11:57:34","2022-01-18 11:57:34",Y,NULL
EVC202201180480,B40013,2022-01-19,0930,2022-01-19,1130,2,Y,Y,B20005,E,N,客戶對帳,B40013,"2022-01-18 12:29:27",B40013,"2022-01-18 12:29:27","2022-01-18 12:29:28",N,NULL
EVC202201180481,S20090,2022-01-24,0930,2022-01-24,1830,8,Y,Y,S20091,I1,N,打疫苗追加劑,S20090,"2022-01-18 15:16:58",S20090,"2022-01-18 15:16:58","2022-01-18 15:16:58",N,NULL
EVC202201180482,G00004,2022-01-20,0930,2022-01-20,1830,8,Y,Y,G20041,1V,N,,G00004,"2022-01-18 15:33:34",G00004,"2022-01-18 15:33:34","2022-01-18 15:33:34",N,NULL
EVC202201180483,A40103,2022-01-19,0900,2022-01-19,1800,8,Y,Y,A40069,1V,N,年假,A40103,"2022-01-18 16:19:22",A40103,"2022-01-18 16:19:22","2022-01-18 16:19:22",N,NULL
EVC202201180484,M40001,2022-01-21,1230,2022-01-21,1830,5,Y,Y,M40026,1V,N,,M40001,"2022-01-18 16:24:18",M40001,"2022-01-18 16:51:39","2022-01-18 16:51:39",N,NULL
EVC202201180485,L20004,2022-01-20,0930,2022-01-20,1830,8,Y,Y,L20036,1V,N,,L20004,"2022-01-18 16:33:01",L20004,"2022-01-18 16:33:01","2022-01-18 16:33:01",N,NULL
EVC202201180486,L20036,2022-01-18,1730,2022-01-18,1830,1,Y,Y,L20065,1V,N,,L20036,"2022-01-18 17:26:18",L20036,"2022-01-18 17:26:18","2022-01-18 17:26:18",N,NULL
EVC202201190487,J40017,2022-01-19,0930,2022-01-19,1000,0.5,Y,Y,K40005,E,N,收框,J40017,"2022-01-19 08:13:57",J40017,"2022-01-19 08:13:57","2022-01-19 08:13:57",N,NULL
EVC202201190488,J20042,2022-01-22,0900,2022-01-22,1800,8,Y,Y,J20044,1V,N,請假外出,J20042,"2022-01-19 09:05:11",J20042,"2022-01-19 09:05:11","2022-01-19 09:05:11",N,NULL
EVC202201190489,S20104,2022-01-20,0930,2022-01-20,1830,8,Y,Y,S000A9,1V,N,,S20104,"2022-01-19 11:05:46",S20104,"2022-01-19 11:05:46","2022-01-19 11:05:46",N,NULL
EVC202201190490,S000A3,2022-01-20,0900,2022-01-20,1800,8,Y,Y,S20100,E,N,"到趨勢開會討論CARS .ERP及購買股票相關問題",S000A3,"2022-01-19 19:02:13",S000A3,"2022-01-19 19:02:13","2022-01-19 19:02:13",N,NULL
EVC202201190491,S20100,2022-01-27,0930,2022-01-27,1830,8,Y,Y,S000A3,1V,N,,S20100,"2022-01-19 23:07:49",S20100,"2022-01-19 23:07:49","2022-01-19 23:07:49",N,NULL
EVC202201200492,J20044,2022-01-22,0900,2022-01-22,1800,8,Y,Y,J20042,1V,N,,J20044,"2022-01-20 13:28:35",J20044,"2022-01-20 13:28:35","2022-01-20 13:28:36",N,NULL
EVC202201200493,J20044,2022-01-24,0900,2022-01-28,1800,40,Y,Y,J20034,1V,N,,J20044,"2022-01-20 13:30:57",J20044,"2022-01-20 13:30:57","2022-01-20 13:30:58",N,NULL
EVC202201210494,J40017,2022-01-21,0930,2022-01-21,1000,0.5,Y,Y,K40005,E,N,收框,J40017,"2022-01-21 08:19:23",J40017,"2022-01-21 08:19:23","2022-01-21 08:19:23",N,NULL
EVC202201210495,S000A6,2022-01-21,1030,2022-01-21,1330,2,Y,Y,S000A9,D,N,輪休,S000A6,"2022-01-21 10:19:20",S000A6,"2022-01-21 10:19:20","2022-01-21 10:19:21",N,NULL
