確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2023,12,屏東縣,屏東市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,恆春鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,萬巒鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,瑪家鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,屏東縣,潮州鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,屏東縣,鹽埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,苗栗縣,竹南鎮,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,12,苗栗縣,公館鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,苗栗縣,公館鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,苗栗縣,卓蘭鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,苗栗縣,南庄鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,苗栗縣,後龍鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,苗栗縣,通霄鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,苗栗縣,銅鑼鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,苗栗縣,苗栗市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,桃園市,蘆竹區,F,否,10-14,1
嚴重特殊傳染性肺炎,2023,12,桃園市,中壢區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,12,桃園市,中壢區,F,否,55-59,2
嚴重特殊傳染性肺炎,2023,12,桃園市,蘆竹區,F,否,5-9,1
嚴重特殊傳染性肺炎,2023,12,桃園市,八德區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,桃園市,楊梅區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,桃園市,八德區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,桃園市,楊梅區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,桃園市,大溪區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,桃園市,中壢區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,桃園市,平鎮區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,12,桃園市,桃園區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,12,桃園市,楊梅區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,桃園市,龜山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,桃園市,蘆竹區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,桃園市,觀音區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,桃園市,蘆竹區,M,否,2,1
嚴重特殊傳染性肺炎,2023,12,桃園市,桃園區,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,12,桃園市,楊梅區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,桃園市,蘆竹區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,桃園市,八德區,M,否,50-54,2
嚴重特殊傳染性肺炎,2023,12,桃園市,桃園區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,12,桃園市,平鎮區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,桃園市,楊梅區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,桃園市,八德區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,12,桃園市,中壢區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,桃園市,桃園區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,桃園市,八德區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,桃園市,大溪區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,桃園市,平鎮區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,桃園市,新屋區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,桃園市,蘆竹區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,12,桃園市,大溪區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,桃園市,中壢區,M,否,70+,7
嚴重特殊傳染性肺炎,2023,12,桃園市,桃園區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,12,桃園市,新屋區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,桃園市,龜山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,桃園市,蘆竹區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,12,高雄市,新興區,F,否,0,1
嚴重特殊傳染性肺炎,2023,12,高雄市,鳳山區,F,否,1,1
嚴重特殊傳染性肺炎,2023,12,高雄市,楠梓區,F,否,15-19,1
嚴重特殊傳染性肺炎,2023,12,高雄市,三民區,F,否,25-29,1
嚴重特殊傳染性肺炎,2023,12,高雄市,林園區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,高雄市,鳳山區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,高雄市,鳳山區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,高雄市,左營區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,高雄市,大社區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,大樹區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,仁武區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,高雄市,左營區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,前鎮區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,苓雅區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,梓官區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,楠梓區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,路竹區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,旗山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,鳳山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,橋頭區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,鹽埕區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,12,高雄市,大寮區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,高雄市,小港區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,高雄市,茄萣區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,高雄市,苓雅區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,高雄市,鳳山區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,12,高雄市,三民區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,高雄市,鳳山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,高雄市,三民區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,12,高雄市,小港區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,高雄市,前鎮區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,高雄市,楠梓區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,高雄市,鼓山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,高雄市,大樹區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,高雄市,鳳山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,高雄市,鹽埕區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,高雄市,三民區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,仁武區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,高雄市,六龜區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,前鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,茄萣區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,楠梓區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,高雄市,路竹區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,鼓山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,旗山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,旗津區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,高雄市,鳳山區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,12,基隆市,中正區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,基隆市,中山區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,基隆市,中正區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,基隆市,安樂區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,基隆市,信義區,M,否,25-29,1
嚴重特殊傳染性肺炎,2023,12,基隆市,七堵區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,12,基隆市,信義區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,12,基隆市,中山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,基隆市,暖暖區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,基隆市,中正區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,基隆市,信義區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,基隆市,七堵區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,基隆市,中正區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,基隆市,仁愛區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,基隆市,安樂區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,基隆市,信義區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,12,雲林縣,四湖鄉,F,否,1,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,虎尾鎮,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,北港鎮,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,虎尾鎮,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,元長鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,斗六市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,雲林縣,斗南鎮,F,否,70+,5
嚴重特殊傳染性肺炎,2023,12,雲林縣,斗六市,M,否,2,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,斗六市,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,崙背鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,口湖鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,斗六市,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,四湖鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,斗六市,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,二崙鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,雲林縣,大埤鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,雲林縣,元長鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,雲林縣,水林鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,三峽區,F,否,0,1
嚴重特殊傳染性肺炎,2023,12,新北市,新店區,F,否,1,1
嚴重特殊傳染性肺炎,2023,12,新北市,三重區,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,12,新北市,中和區,F,否,30-34,1
嚴重特殊傳染性肺炎,2023,12,新北市,新莊區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,新北市,五股區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,12,新北市,新莊區,F,否,50-54,2
嚴重特殊傳染性肺炎,2023,12,新北市,五股區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,新北市,林口區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,新北市,泰山區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,新北市,土城區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,新北市,五股區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,新北市,板橋區,F,否,65-69,2
嚴重特殊傳染性肺炎,2023,12,新北市,新莊區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,新北市,八里區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,三芝區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,三重區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,12,新北市,三峽區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,土城區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,12,新北市,中和區,F,否,70+,5
嚴重特殊傳染性肺炎,2023,12,新北市,五股區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,新北市,汐止區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,新北市,林口區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,板橋區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,12,新北市,新店區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,新莊區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,12,新北市,樹林區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,新北市,蘆洲區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,鶯歌區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,三峽區,M,否,1,1
嚴重特殊傳染性肺炎,2023,12,新北市,林口區,M,否,3,1
嚴重特殊傳染性肺炎,2023,12,新北市,板橋區,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,12,新北市,新莊區,M,否,35-39,1
嚴重特殊傳染性肺炎,2023,12,新北市,汐止區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,12,新北市,板橋區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,12,新北市,三峽區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,新北市,中和區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,新北市,板橋區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,新北市,蘆洲區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,新北市,中和區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,12,新北市,三峽區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,新北市,中和區,M,否,55-59,2
嚴重特殊傳染性肺炎,2023,12,新北市,淡水區,M,否,55-59,2
嚴重特殊傳染性肺炎,2023,12,新北市,三峽區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,新北市,土城區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,新北市,林口區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,12,新北市,新店區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,12,新北市,八里區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,新北市,三峽區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,新北市,中和區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,12,新北市,永和區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,新北市,新莊區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,新北市,三芝區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,新北市,三重區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,12,新北市,三峽區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,土城區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,中和區,M,否,70+,8
嚴重特殊傳染性肺炎,2023,12,新北市,五股區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,永和區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,汐止區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,林口區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,板橋區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,泰山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,淡水區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,新店區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,12,新北市,新莊區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,瑞芳區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,萬里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新北市,樹林區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,新北市,蘆洲區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,新北市,鶯歌區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,12,新竹市,東區,F,否,5-9,1
嚴重特殊傳染性肺炎,2023,12,新竹市,香山區,M,否,0,1
嚴重特殊傳染性肺炎,2023,12,新竹市,北區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新竹市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新竹縣,湖口鄉,F,否,0,1
嚴重特殊傳染性肺炎,2023,12,新竹縣,尖石鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,新竹縣,竹東鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,新竹縣,新豐鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,新竹縣,竹北市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新竹縣,新埔鎮,F,否,70+,3
嚴重特殊傳染性肺炎,2023,12,新竹縣,寶山鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新竹縣,竹北市,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,12,新竹縣,竹北市,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,新竹縣,竹北市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,新竹縣,竹東鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,新竹縣,新豐鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義市,東區,F,否,0,1
嚴重特殊傳染性肺炎,2023,12,嘉義市,東區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,嘉義市,東區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,嘉義市,西區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,嘉義市,東區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,嘉義市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,大林鎮,F,否,0,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,竹崎鄉,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,朴子市,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,大林鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,嘉義縣,六腳鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,水上鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,民雄鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,朴子市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,竹崎鄉,F,否,70+,3
嚴重特殊傳染性肺炎,2023,12,嘉義縣,新港鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,12,嘉義縣,大林鎮,M,否,0,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,新港鄉,M,否,1,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,新港鄉,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,竹崎鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,民雄鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,大林鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,中埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,水上鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,民雄鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,嘉義縣,東石鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,嘉義縣,溪口鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,員林市,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,彰化市,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,彰化市,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,二水鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,二林鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,員林市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,埤頭鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,鹿港鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,彰化市,F,否,70+,4
嚴重特殊傳染性肺炎,2023,12,彰化縣,福興鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,彰化市,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,鹿港鎮,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,福興鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,員林市,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,彰化市,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,12,彰化縣,二林鎮,M,否,70+,3
嚴重特殊傳染性肺炎,2023,12,彰化縣,大城鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,田尾鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,竹塘鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,伸港鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,和美鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,芳苑鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,花壇鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,員林市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,埔鹽鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,12,彰化縣,鹿港鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,彰化縣,彰化市,M,否,70+,3
嚴重特殊傳染性肺炎,2023,12,彰化縣,福興鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,12,澎湖縣,湖西鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,北屯區,F,否,0,1
嚴重特殊傳染性肺炎,2023,13,台中市,神岡區,F,否,10-14,1
嚴重特殊傳染性肺炎,2023,13,台中市,南屯區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,13,台中市,太平區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台中市,西區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台中市,東勢區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台中市,烏日區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台中市,清水區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,13,台中市,大甲區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,大里區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台中市,太平區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,北屯區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台中市,北區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,東勢區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,清水區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,豐原區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,13,台中市,霧峰區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,13,台中市,神岡區,M,否,1,1
嚴重特殊傳染性肺炎,2023,13,台中市,南區,M,否,25-29,1
